,xs,ys,is_bin_or_fit,dotmode,subj
209,5200.0,0.7246909179128501,fit,3d,KRM
210,5233.333333333333,0.7246909179128691,fit,3d,KRM
211,5250.0,0.7246909179128773,fit,3d,KRM
212,5283.333333333333,0.7246909179128918,fit,3d,KRM
213,5300.0,0.7246909179128981,fit,3d,KRM
214,5316.666666666666,0.7246909179129039,fit,3d,KRM
215,5350.0,0.724690917912914,fit,3d,KRM
216,5366.666666666666,0.7246909179129183,fit,3d,KRM
217,5450.0,0.7246909179129352,fit,3d,KRM
218,5466.666666666667,0.7246909179129377,fit,3d,KRM
219,5483.333333333333,0.72469091791294,fit,3d,KRM
220,5516.666666666667,0.724690917912944,fit,3d,KRM
221,5533.333333333333,0.7246909179129458,fit,3d,KRM
222,5566.666666666666,0.7246909179129489,fit,3d,KRM
223,5583.333333333333,0.7246909179129503,fit,3d,KRM
224,5616.666666666666,0.7246909179129526,fit,3d,KRM
225,5633.333333333334,0.7246909179129537,fit,3d,KRM
226,5650.0,0.7246909179129546,fit,3d,KRM
227,5733.333333333333,0.7246909179129581,fit,3d,KRM
228,5750.0,0.7246909179129587,fit,3d,KRM
229,5783.333333333333,0.7246909179129597,fit,3d,KRM
230,5800.0,0.7246909179129601,fit,3d,KRM
231,5816.666666666666,0.7246909179129605,fit,3d,KRM
232,5850.0,0.7246909179129611,fit,3d,KRM
233,5866.666666666666,0.7246909179129615,fit,3d,KRM
234,5900.0,0.7246909179129619,fit,3d,KRM
235,5916.666666666667,0.7246909179129621,fit,3d,KRM
236,5950.0,0.7246909179129626,fit,3d,KRM
